datetime,prefecture,idt_offices,idt_employees,idt_salaries,idt_costs,idt_sales
2008-01-01,岐阜県,7699,210576,861412000000,3538279000000,5959020000000
2008-01-01,静岡県,12535,446577,2091362000000,11748389000000,19177718000000
2008-01-01,愛知県,21837,857315,4536676000000,32552724000000,46421228000000
2008-01-01,三重県,4685,208341,1034373000000,8389106000000,11745058000000
2008-01-01,滋賀県,3321,161602,791226000000,4577229000000,7464733000000
2008-01-01,京都府,5932,158225,709697000000,2853332000000,5654463000000
2008-01-01,大阪府,24200,526790,2368059000000,11036274000000,18158008000000
2008-01-01,兵庫県,11147,385847,1799413000000,10466680000000,16512792000000
2008-01-01,奈良県,2658,69846,301792000000,1593419000000,2431541000000
2008-01-01,和歌山県,2229,52560,210367000000,2155117000000,3265564000000
2008-01-01,鳥取県,1087,37895,127027000000,644320000000,1074477000000
2008-01-01,島根県,1547,44190,157944000000,701115000000,1077051000000
2008-01-01,岡山県,4173,154950,694239000000,6187054000000,8716251000000
2008-01-01,広島県,6157,220032,1024687000000,6996289000000,10293547000000
2008-01-01,山口県,2310,102935,473293000000,4880663000000,7118308000000
2008-01-01,徳島県,1653,51275,210818000000,887752000000,1760258000000
2008-01-01,香川県,2491,69641,273341000000,2010308000000,2847389000000
2008-01-01,愛媛県,2818,84448,333722000000,3250566000000,4321377000000
2008-01-01,高知県,1260,26566,86631000000,354174000000,586960000000
2008-01-01,福岡県,6970,227758,998812000000,5710699000000,8596534000000
2008-01-01,佐賀県,1689,63292,244694000000,1167451000000,1915551000000
2008-01-01,長崎県,2274,61052,228296000000,1144214000000,1823417000000
2008-01-01,熊本県,2569,99497,391274000000,1728447000000,2835231000000
2008-01-01,大分県,1876,72958,299906000000,3082549000000,4410568000000
2008-01-01,宮崎県,1775,60907,201443000000,853060000000,1409805000000
2008-01-01,鹿児島県,2709,76991,262705000000,1210024000000,2050353000000
2008-01-01,沖縄県,1411,25193,66276000000,432563000000,604349000000
2009-01-01,北海道,6136,177113,583861000000,3344335000000,5202551000000
2009-01-01,青森県,1646,58274,178399000000,776764000000,1457403000000
2009-01-01,岩手県,2467,89729,286680000000,1280135000000,2010170000000
2009-01-01,宮城県,3194,117341,422374000000,1752171000000,2944135000000
2009-01-01,秋田県,2164,67781,202719000000,679279000000,1184799000000
2009-01-01,山形県,2970,104805,339472000000,1548748000000,2391489000000
2009-01-01,福島県,4408,167581,646807000000,2689437000000,4724529000000
2009-01-01,茨城県,6180,265857,1199948000000,6296013000000,9779425000000
2009-01-01,栃木県,4930,198992,892593000000,4615507000000,7679672000000
2009-01-01,群馬県,5770,191841,815153000000,4108981000000,6706669000000
2009-01-01,埼玉県,13607,392013,1613069000000,6979830000000,11774761000000
2009-01-01,千葉県,5996,215348,990110000000,8526847000000,12345845000000
2009-01-01,東京都,16469,324995,1492912000000,4588354000000,8023647000000
2009-01-01,神奈川県,9642,389280,2014652000000,9024651000000,14868385000000
2009-01-01,新潟県,6111,186620,666454000000,2327786000000,4144795000000
2009-01-01,富山県,3040,116230,470039000000,1697553000000,2868220000000
2009-01-01,石川県,3324,94812,356939000000,1188324000000,2049140000000
2009-01-01,福井県,2585,70075,263623000000,957303000000,1673401000000
2009-01-01,山梨県,2158,73156,306757000000,1110972000000,1900013000000
2009-01-01,長野県,5790,192602,779059000000,2800508000000,4983927000000
2009-01-01,岐阜県,6832,191635,731951000000,2617698000000,4569082000000
2009-01-01,静岡県,11266,411551,1810712000000,8781400000000,15050953000000
2009-01-01,愛知県,19695,801450,3883720000000,23410013000000,34431322000000
2009-01-01,三重県,4188,190014,875917000000,6229429000000,9374584000000
2009-01-01,滋賀県,2976,148292,691168000000,3441663000000,6115968000000
2009-01-01,京都府,5330,146346,622789000000,2296025000000,4675054000000
2009-01-01,大阪府,21362,485022,2115729000000,8489007000000,14806158000000
2009-01-01,兵庫県,10138,362847,1653941000000,8408051000000,13423028000000
2009-01-01,奈良県,2387,65849,261754000000,1310424000000,1984809000000
2009-01-01,和歌山県,2016,49154,193238000000,1504356000000,2414808000000
2009-01-01,鳥取県,977,34557,110933000000,505286000000,853198000000
2009-01-01,島根県,1416,42312,145034000000,527167000000,873181000000
2009-01-01,岡山県,3838,146350,614258000000,4193940000000,6611585000000
2009-01-01,広島県,5638,205008,915051000000,5312637000000,7917797000000
2009-01-01,山口県,2123,96011,429830000000,3430225000000,5412904000000
2009-01-01,徳島県,1490,48147,190453000000,747932000000,1570055000000
2009-01-01,香川県,2314,67140,251799000000,1531696000000,2493885000000
2009-01-01,愛媛県,2550,79289,311302000000,2396246000000,3581581000000
2009-01-01,高知県,1138,24663,79191000000,284908000000,490881000000
2009-01-01,福岡県,6434,216161,892958000000,4674746000000,7767530000000
2009-01-01,佐賀県,1532,58777,218257000000,966119000000,1553500000000
2009-01-01,長崎県,2091,58077,213870000000,1033108000000,1675555000000
2009-01-01,熊本県,2365,91939,344922000000,1346561000000,2321415000000
2009-01-01,大分県,1741,67900,269351000000,2110386000000,3084425000000
2009-01-01,宮崎県,1612,56758,179292000000,737291000000,1229519000000
2009-01-01,鹿児島県,2479,71283,229750000000,1026569000000,1715169000000
2009-01-01,沖縄県,1302,24812,66268000000,347173000000,548107000000
2010-01-01,北海道,5931,173973,576683000000,3937932000000,5952864000000
2010-01-01,青森県,1561,58019,181464000000,785027000000,1510719000000
2010-01-01,岩手県,2353,87736,286002000000,1375592000000,2099077000000
2010-01-01,宮城県,3084,116511,418415000000,2172780000000,3568922000000
2010-01-01,秋田県,2080,67965,211037000000,751127000000,1317579000000
2010-01-01,山形県,2867,103642,352492000000,1797491000000,2755903000000
2010-01-01,福島県,4186,165236,639234000000,2965722000000,5095711000000
2010-01-01,茨城県,5934,267549,1218381000000,6687206000000,10845754000000
2010-01-01,栃木県,4718,198685,905613000000,5102373000000,8459108000000
2010-01-01,群馬県,5509,195678,814064000000,4553416000000,7526827000000
2010-01-01,埼玉県,12876,393413,1585211000000,8037521000000,12853155000000
2010-01-01,千葉県,5663,206510,933402000000,8143194000000,12380529000000
2010-01-01,東京都,15082,310022,1413016000000,4744500000000,8242176000000
2010-01-01,神奈川県,9157,379751,1970572000000,10708495000000,17246683000000
2010-01-01,新潟県,5882,184072,659739000000,2420809000000,4328044000000
2010-01-01,富山県,2970,117058,478513000000,1864057000000,3223323000000
2010-01-01,石川県,3190,93901,357476000000,1479463000000,2374221000000
2010-01-01,福井県,2466,69545,263148000000,1035333000000,1807006000000
2010-01-01,山梨県,2087,73790,310312000000,1318722000000,2320960000000
2010-01-01,長野県,5583,191261,791327000000,3153881000000,5638337000000
2010-01-01,岐阜県,6528,192518,740630000000,2755675000000,4827525000000
2010-01-01,静岡県,10768,409030,1809998000000,9297528000000,15793109000000
2010-01-01,愛知県,18764,790778,3887133000000,26692586000000,38210826000000
2010-01-01,三重県,3983,190185,908219000000,6315643000000,9764734000000
2010-01-01,滋賀県,2873,148772,698786000000,3786293000000,6574132000000
2010-01-01,京都府,5004,140757,594923000000,2430258000000,4832897000000
2010-01-01,大阪府,20122,477484,2094682000000,9364950000000,15713108000000
2010-01-01,兵庫県,9555,359236,1649560000000,8644332000000,14183783000000
2010-01-01,奈良県,2271,64058,262145000000,1156801000000,1918073000000
2010-01-01,和歌山県,1930,48873,193673000000,1639559000000,2676879000000
2010-01-01,鳥取県,951,34273,116226000000,538618000000,842771000000
2010-01-01,島根県,1359,42771,148789000000,603298000000,984002000000
2010-01-01,岡山県,3695,144288,614830000000,5399603000000,7700595000000
2010-01-01,広島県,5490,206653,935210000000,5940807000000,8732482000000
2010-01-01,山口県,2054,94876,423164000000,4138985000000,6348744000000
2010-01-01,徳島県,1423,48156,201792000000,774047000000,1675574000000
2010-01-01,香川県,2228,67865,254047000000,1747472000000,2614380000000
2010-01-01,愛媛県,2434,76347,301074000000,2565942000000,3792382000000
2010-01-01,高知県,1080,24325,77410000000,273112000000,468063000000
2010-01-01,福岡県,6172,218092,907088000000,4717093000000,8207581000000
2010-01-01,佐賀県,1487,59699,217910000000,995685000000,1667028000000
2010-01-01,長崎県,2006,58349,216924000000,1000304000000,1740081000000
2010-01-01,熊本県,2226,91960,352810000000,1472799000000,2520937000000
2010-01-01,大分県,1666,67094,266434000000,2878157000000,4079140000000
2010-01-01,宮崎県,1556,56181,177527000000,739432000000,1311966000000
2010-01-01,鹿児島県,2337,72080,236196000000,1055607000000,1814531000000
2010-01-01,沖縄県,1262,24830,66257000000,366497000000,565460000000
2012-01-01,北海道,5716,166429,561573000000,4276363000000,6139425000000
2012-01-01,青森県,1514,56037,176091000000,831446000000,1492347000000
2012-01-01,岩手県,2206,81870,261987000000,1552478000000,2229565000000
2012-01-01,宮城県,2699,104456,391067000000,2225529000000,3424202000000
2012-01-01,秋田県,2002,62591,195266000000,611624000000,1123642000000
2012-01-01,山形県,2797,99063,349738000000,1530428000000,2396586000000
2012-01-01,福島県,3893,151481,600052000000,2724165000000,4552605000000
2012-01-01,茨城県,5818,266106,1260405000000,7001483000000,11097744000000
2012-01-01,栃木県,4590,189178,843651000000,4475354000000,7434120000000
2012-01-01,群馬県,5420,194565,833683000000,4617983000000,7452663000000
2012-01-01,埼玉県,12184,372308,1559203000000,7557696000000,12139338000000
2012-01-01,千葉県,5454,198787,908688000000,8953422000000,12388483000000
2012-01-01,東京都,14040,292976,1370586000000,4512481000000,8198209000000
2012-01-01,神奈川県,8910,367168,1902357000000,11324297000000,17461302000000
2012-01-01,新潟県,5725,180900,681460000000,2491343000000,4366451000000
2012-01-01,富山県,2894,118042,502157000000,1941949000000,3312466000000
2012-01-01,石川県,3110,92296,368842000000,1477098000000,2433356000000
2012-01-01,福井県,2391,67394,276765000000,1099735000000,1934383000000
2012-01-01,山梨県,2036,70688,308759000000,1113055000000,2014287000000
2012-01-01,長野県,5470,187888,790311000000,3023117000000,5087805000000
2012-01-01,岐阜県,6401,192161,764785000000,2981049000000,5008158000000
2012-01-01,静岡県,10431,393687,1774440000000,9285903000000,15707724000000
2012-01-01,愛知県,17840,769395,3961721000000,26549471000000,40033226000000
2012-01-01,三重県,3893,187837,907042000000,6793208000000,10136969000000
2012-01-01,滋賀県,2822,144584,720113000000,3698314000000,6291238000000
2012-01-01,京都府,4745,134016,592733000000,2267233000000,4646151000000
2012-01-01,大阪府,19073,455018,2011536000000,9948894000000,16022741000000
2012-01-01,兵庫県,9294,349687,1604391000000,9262706000000,14347022000000
2012-01-01,奈良県,2270,62750,245978000000,1027877000000,1757630000000
2012-01-01,和歌山県,1968,50181,198334000000,1848333000000,2867488000000
2012-01-01,鳥取県,876,30943,100132000000,413974000000,688654000000
2012-01-01,島根県,1324,40959,142457000000,590069000000,978819000000
2012-01-01,岡山県,3661,142603,623466000000,5501387000000,7628040000000
2012-01-01,広島県,5346,204366,928289000000,5576050000000,8342810000000
2012-01-01,山口県,1951,91304,428232000000,4055934000000,6086021000000
2012-01-01,徳島県,1363,47600,203106000000,821739000000,1680331000000
2012-01-01,香川県,2206,68999,264077000000,1996506000000,2984516000000
2012-01-01,愛媛県,2432,77131,311450000000,2815181000000,4029816000000
2012-01-01,高知県,1139,24186,77157000000,301051000000,494475000000
2012-01-01,福岡県,5956,213005,874523000000,5324492000000,8333733000000
2012-01-01,佐賀県,1476,58193,219415000000,987095000000,1636946000000
2012-01-01,長崎県,1935,58017,216605000000,1070974000000,1775007000000
2012-01-01,熊本県,2234,91189,357796000000,1406464000000,2490354000000
2012-01-01,大分県,1641,67301,273399000000,3064460000000,4261493000000
2012-01-01,宮崎県,1547,55566,175655000000,849330000000,1437069000000
2012-01-01,鹿児島県,2333,70699,231941000000,1055973000000,1763393000000
2012-01-01,沖縄県,1236,23739,63473000000,436184000000,618838000000
2013-01-01,北海道,5596,166045,565648000000,4514359000000,6385147000000
2013-01-01,青森県,1472,55647,176643000000,860658000000,1520298000000
2013-01-01,岩手県,2148,82077,274399000000,1555160000000,2267151000000
2013-01-01,宮城県,2693,107580,410183000000,2409930000000,3726535000000
2013-01-01,秋田県,1940,61554,192090000000,616254000000,1106465000000
2013-01-01,山形県,2682,97320,341968000000,1480964000000,2395796000000
2013-01-01,福島県,3832,150818,606496000000,2801744000000,4762508000000
2013-01-01,茨城県,5569,253718,1206137000000,7018613000000,10901331000000
2013-01-01,栃木県,4438,192205,863758000000,4831706000000,8179507000000
2013-01-01,群馬県,5205,195224,816373000000,4765336000000,7722701000000
2013-01-01,埼玉県,11868,375408,1554685000000,7212994000000,11787702000000
2013-01-01,千葉県,5223,199586,902443000000,9200614000000,13003297000000
2013-01-01,東京都,12780,279770,1328508000000,4497679000000,7851824000000
2013-01-01,神奈川県,8433,355292,1837773000000,11350151000000,17226142000000
2013-01-01,新潟県,5649,181667,658277000000,2568595000000,4405065000000
2013-01-01,富山県,2846,118756,495677000000,1970233000000,3331418000000
2013-01-01,石川県,3017,93928,369875000000,1411757000000,2424273000000
2013-01-01,福井県,2303,68142,273405000000,1027200000000,1830135000000
2013-01-01,山梨県,1945,68504,288654000000,1108771000000,1985155000000
2013-01-01,長野県,5276,189150,802590000000,3048149000000,5112535000000
2013-01-01,岐阜県,6184,190733,761362000000,2850515000000,4797431000000
2013-01-01,静岡県,10037,388877,1769056000000,9172567000000,15699131000000
2013-01-01,愛知県,17187,789092,4056802000000,28231565000000,42001844000000
2013-01-01,三重県,3726,189161,908326000000,6886831000000,10409249000000
2013-01-01,滋賀県,2804,149734,720653000000,3823736000000,6435202000000
2013-01-01,京都府,4500,135064,595770000000,2346724000000,4560516000000
2013-01-01,大阪府,18229,450409,1977945000000,9976532000000,16024460000000
2013-01-01,兵庫県,9017,352318,1617602000000,8960223000000,14026866000000
2013-01-01,奈良県,2192,62725,239780000000,1140274000000,1848195000000
2013-01-01,和歌山県,1900,50059,193016000000,1986706000000,2972305000000
2013-01-01,鳥取県,831,30041,98518000000,404806000000,655290000000
2013-01-01,島根県,1264,39194,139474000000,625845000000,1004306000000
2013-01-01,岡山県,3526,141340,621792000000,5386246000000,7673681000000
2013-01-01,広島県,5194,206133,937903000000,5827446000000,8555642000000
2013-01-01,山口県,1896,91288,407790000000,4641092000000,6797922000000
2013-01-01,徳島県,1302,45899,202100000000,792674000000,1712207000000
2013-01-01,香川県,2086,68307,261821000000,1455470000000,2283571000000
2013-01-01,愛媛県,2356,74912,297192000000,2876339000000,4067759000000
2013-01-01,高知県,1101,23880,77198000000,316313000000,521768000000
2013-01-01,福岡県,5728,209710,866190000000,5383892000000,8193015000000
2013-01-01,佐賀県,1433,58430,210680000000,996000000000,1652804000000
2013-01-01,長崎県,1849,56459,209380000000,1010384000000,1627820000000
2013-01-01,熊本県,2173,92162,356910000000,1406933000000,2385012000000
2013-01-01,大分県,1593,65581,265162000000,3206211000000,4382787000000
2013-01-01,宮崎県,1532,54795,173791000000,839960000000,1447591000000
2013-01-01,鹿児島県,2270,70313,228368000000,1119538000000,1802491000000
2013-01-01,沖縄県,1204,23977,65364000000,438142000000,628279000000
2014-01-01,北海道,5464,164716,568909000000,4809363000000,6672809000000
2014-01-01,青森県,1449,55464,179855000000,909878000000,1595132000000
2014-01-01,岩手県,2130,82600,279554000000,1545394000000,2270696000000
2014-01-01,宮城県,2647,108908,414001000000,2531866000000,3972171000000
2014-01-01,秋田県,1897,60659,199265000000,678739000000,1214936000000
2014-01-01,山形県,2634,98434,358306000000,1679393000000,2608074000000
2014-01-01,福島県,3798,152768,613193000000,3072953000000,5098999000000
2014-01-01,茨城県,5485,259595,1226929000000,7347006000000,11408497000000
2014-01-01,栃木県,4354,190191,860845000000,4814143000000,8293780000000
2014-01-01,群馬県,5064,199877,852765000000,5084999000000,8363510000000
2014-01-01,埼玉県,11614,379238,1561457000000,7748654000000,12390803000000
2014-01-01,千葉県,5101,200718,916859000000,10326202000000,13874330000000
2014-01-01,東京都,12156,269815,1292881000000,4640865000000,8159351000000
2014-01-01,神奈川県,8140,349732,1807687000000,11861536000000,17721051000000
2014-01-01,新潟県,5564,180932,666953000000,2743673000000,4642624000000
2014-01-01,富山県,2812,119663,508131000000,2142478000000,3567223000000
2014-01-01,石川県,2931,95083,383496000000,1503672000000,2601943000000
2014-01-01,福井県,2215,68502,283121000000,1099921000000,1891829000000
2014-01-01,山梨県,1858,68912,293559000000,1224806000000,2133133000000
2014-01-01,長野県,5193,190884,830842000000,3267263000000,5454784000000
2014-01-01,岐阜県,6035,191987,785376000000,3077721000000,5101178000000
2014-01-01,静岡県,9777,386924,1776908000000,9514526000000,16050724000000
2014-01-01,愛知県,16795,795496,4199908000000,29532772000000,43831329000000
2014-01-01,三重県,3647,189459,937702000000,7224411000000,10542710000000
2014-01-01,滋賀県,2774,152036,752995000000,4230323000000,6813929000000
2014-01-01,京都府,4401,136210,606732000000,2441257000000,4815155000000
2014-01-01,大阪府,17501,443634,1976979000000,10338130000000,16529165000000
2014-01-01,兵庫県,8710,350429,1618751000000,9616578000000,14888356000000
2014-01-01,奈良県,2077,61555,248199000000,1181747000000,1896881000000
2014-01-01,和歌山県,1829,50141,195115000000,2020490000000,2994970000000
2014-01-01,鳥取県,815,29890,99754000000,436632000000,680421000000
2014-01-01,島根県,1186,38373,143352000000,660168000000,1056695000000
2014-01-01,岡山県,3476,140309,619486000000,6102982000000,8255666000000
2014-01-01,広島県,5086,209515,976092000000,6501417000000,9568452000000
2014-01-01,山口県,1838,91378,417981000000,4318149000000,6519551000000
2014-01-01,徳島県,1256,45652,198515000000,813156000000,1783863000000
2014-01-01,香川県,1999,68248,262417000000,1574009000000,2371385000000
2014-01-01,愛媛県,2318,75274,298465000000,2971733000000,4139178000000
2014-01-01,高知県,1043,23697,78464000000,323488000000,525966000000
2014-01-01,福岡県,5599,209864,876533000000,5654207000000,8433642000000
2014-01-01,佐賀県,1407,58424,216827000000,1038756000000,1735655000000
2014-01-01,長崎県,1794,55126,204170000000,1160822000000,1562494000000
2014-01-01,熊本県,2119,89637,358190000000,1441238000000,2474035000000
2014-01-01,大分県,1535,65115,267969000000,3450933000000,4558947000000
2014-01-01,宮崎県,1508,54905,176437000000,893247000000,1527585000000
2014-01-01,鹿児島県,2200,68868,227242000000,1193723000000,1912793000000
2014-01-01,沖縄県,1179,24432,67030000000,458425000000,633591000000
2017-01-01,北海道,5189,167770,591353000000,3876653000000,6057594000000
2017-01-01,青森県,1386,57283,190260000000,1060863000000,1807044000000
2017-01-01,岩手県,2081,85282,298866000000,1597733000000,2371678000000
2017-01-01,宮城県,2618,114587,437727000000,2512591000000,4112832000000
2017-01-01,秋田県,1800,61695,204941000000,673771000000,1235285000000
2017-01-01,山形県,2496,98974,371703000000,1609040000000,2663410000000
2017-01-01,福島県,3620,154979,627643000000,3009944000000,4828248000000
2017-01-01,茨城県,5154,262878,1237005000000,6849814000000,11208758000000
2017-01-01,栃木県,4218,201552,916268000000,5065281000000,8946775000000
2017-01-01,群馬県,4794,205086,880972000000,5302802000000,8699262000000
2017-01-01,埼玉県,10975,384055,1624844000000,7654870000000,12682801000000
2017-01-01,千葉県,4815,202833,936954000000,7333468000000,11401976000000
2017-01-01,東京都,10789,252315,1186079000000,4120157000000,7784885000000
2017-01-01,神奈川県,7697,350673,1769114000000,10146924000000,16288163000000
2017-01-01,新潟県,5339,184942,693954000000,2622011000000,4693451000000
2017-01-01,富山県,2717,124328,532745000000,2180526000000,3677049000000
2017-01-01,石川県,2861,101950,415285000000,1633553000000,2834897000000
2017-01-01,福井県,2161,72942,291809000000,1162883000000,2043665000000
2017-01-01,山梨県,1764,71191,309500000000,1294870000000,2250682000000
2017-01-01,長野県,4994,198887,878143000000,3489884000000,5831935000000
2017-01-01,岐阜県,5721,198775,814348000000,3135442000000,5385390000000
2017-01-01,静岡県,9299,398450,1812990000000,9402032000000,16132178000000
2017-01-01,愛知県,15870,828077,4466110000000,30288616000000,44909000000000
2017-01-01,三重県,3498,197322,944532000000,6195299000000,9895478000000
2017-01-01,滋賀県,2655,155197,755427000000,4209789000000,7297255000000
2017-01-01,京都府,4398,143999,638371000000,2560517000000,5448552000000
2017-01-01,大阪府,15990,436048,2001343000000,9397238000000,15819650000000
2017-01-01,兵庫県,7996,356782,1691002000000,9411601000000,15105350000000
2017-01-01,奈良県,1923,62251,250101000000,1083231000000,1819324000000
2017-01-01,和歌山県,1736,52439,211085000000,1525254000000,2613450000000
2017-01-01,鳥取県,820,32725,110974000000,458391000000,735270000000
2017-01-01,島根県,1140,40519,147666000000,648127000000,1096063000000
2017-01-01,岡山県,3272,144761,631379000000,4667580000000,7091936000000
2017-01-01,広島県,4920,215192,1002645000000,6473789000000,9941466000000
2017-01-01,山口県,1735,92396,430644000000,3385103000000,5609000000000
2017-01-01,徳島県,1146,47175,210205000000,802544000000,1700234000000
2017-01-01,香川県,1890,69679,273998000000,1596599000000,2462495000000
2017-01-01,愛媛県,2189,76840,315774000000,2551019000000,3814248000000
2017-01-01,高知県,1156,25719,83535000000,340047000000,567796000000
2017-01-01,福岡県,5348,216032,898935000000,6191335000000,9250306000000
2017-01-01,佐賀県,1350,60600,222335000000,1057062000000,1790881000000
2017-01-01,長崎県,1676,58643,226528000000,892434000000,1739733000000
2017-01-01,熊本県,2037,91551,378958000000,1483243000000,2672233000000
2017-01-01,大分県,1472,65942,265145000000,2632540000000,3694883000000
2017-01-01,宮崎県,1424,55610,180673000000,929469000000,1616623000000
2017-01-01,鹿児島県,2094,69683,237796000000,1193262000000,1957944000000
2017-01-01,沖縄県,1116,24760,68088000000,248277000000,448460000000
2018-01-01,北海道,5080,167634,593279000000,4051248000000,6130693000000
2018-01-01,青森県,1368,56739,191604000000,1192062000000,1912133000000
2018-01-01,岩手県,2087,86662,314819000000,1665521000000,2525650000000
2018-01-01,宮城県,2629,117177,463012000000,2733324000000,4469649000000
2018-01-01,秋田県,1758,63009,218664000000,730392000000,1375450000000
2018-01-01,山形県,2482,101074,385227000000,1670323000000,2898660000000
2018-01-01,福島県,3559,158584,633568000000,3106871000000,5120375000000
2018-01-01,茨城県,5043,271055,1277439000000,7308056000000,12279488000000
2018-01-01,栃木県,4210,206152,942300000000,5192346000000,9233280000000
2018-01-01,群馬県,4763,211738,917074000000,5487416000000,9029035000000
2018-01-01,埼玉県,10902,396691,1665449000000,8147938000000,13507456000000
2018-01-01,千葉県,4774,207400,946203000000,7886288000000,12126270000000
2018-01-01,東京都,10322,251310,1148745000000,4103103000000,7628318000000
2018-01-01,神奈川県,7604,359025,1811873000000,11467261000000,17956427000000
2018-01-01,新潟県,5312,187330,714146000000,2767077000000,4865827000000
2018-01-01,富山県,2700,124909,547154000000,2300675000000,3863544000000
2018-01-01,石川県,2858,104419,436116000000,1803180000000,3020576000000
2018-01-01,福井県,2124,73300,300120000000,1243554000000,2106160000000
2018-01-01,山梨県,1738,73146,328343000000,1503107000000,2532665000000
2018-01-01,長野県,4932,202731,902066000000,3711698000000,6168135000000
2018-01-01,岐阜県,5621,201329,833284000000,3385678000000,5627149000000
2018-01-01,静岡県,9138,405154,1887270000000,9968049000000,16787113000000
2018-01-01,愛知県,15576,846075,4453705000000,31999280000000,46968055000000
2018-01-01,三重県,3447,200475,982105000000,6701854000000,10503438000000
2018-01-01,滋賀県,2691,158175,789822000000,4660498000000,7793596000000
2018-01-01,京都府,4215,144940,643727000000,2812778000000,5735817000000
2018-01-01,大阪府,15784,443034,2026491000000,10339111000000,16995712000000
2018-01-01,兵庫県,7798,361956,1722602000000,9989482000000,15665881000000
2018-01-01,奈良県,1881,61556,254820000000,1334312000000,2091690000000
2018-01-01,和歌山県,1699,53037,211785000000,1696876000000,2664674000000
2018-01-01,鳥取県,825,33874,115602000000,510235000000,803989000000
2018-01-01,島根県,1122,41542,152996000000,710964000000,1172090000000
2018-01-01,岡山県,3186,145720,644504000000,5137313000000,7603182000000
2018-01-01,広島県,4802,216899,1026125000000,6687062000000,10171291000000
2018-01-01,山口県,1709,93054,437812000000,3747186000000,6109748000000
2018-01-01,徳島県,1137,47398,210718000000,827585000000,1780840000000
2018-01-01,香川県,1847,69578,277041000000,1700528000000,2576333000000
2018-01-01,愛媛県,2152,77264,316347000000,2817038000000,4178495000000
2018-01-01,高知県,1146,26069,87021000000,347098000000,580975000000
2018-01-01,福岡県,5219,219552,926906000000,6511846000000,9738415000000
2018-01-01,佐賀県,1326,61207,230155000000,1090607000000,1865551000000
2018-01-01,長崎県,1638,57358,219174000000,983676000000,1829520000000
2018-01-01,熊本県,2022,92874,387715000000,1632058000000,2839232000000
2018-01-01,大分県,1459,66570,279460000000,2936195000000,4094974000000
2018-01-01,宮崎県,1411,56066,189632000000,971563000000,1691666000000
2018-01-01,鹿児島県,2035,70438,249279000000,1206350000000,2067643000000
2018-01-01,沖縄県,1118,26042,72914000000,271371000000,479865000000
