datetime,prefecture,mig_in,mig_out,mig_internal
2007-09-01,富山県,783,904,844
2007-09-01,石川県,1032,1073,1141
2007-09-01,福井県,566,620,612
2007-09-01,山梨県,775,946,1057
2007-09-01,長野県,1828,1894,2508
2007-09-01,岐阜県,1848,1954,2166
2007-09-01,静岡県,3430,3406,5304
2007-09-01,愛知県,7000,6847,13021
2007-09-01,三重県,1982,1942,1711
2007-09-01,滋賀県,1582,1521,1447
2007-09-01,京都府,3289,3597,3468
2007-09-01,大阪府,9460,9890,15133
2007-09-01,兵庫県,5710,5693,7210
2007-09-01,奈良県,1523,1832,1298
2007-09-01,和歌山県,746,925,802
2007-09-01,鳥取県,576,649,380
2007-09-01,島根県,723,740,438
2007-09-01,岡山県,1854,1898,1543
2007-09-01,広島県,2767,3007,4383
2007-09-01,山口県,1371,1624,1161
2007-09-01,徳島県,695,641,769
2007-09-01,香川県,1082,1162,821
2007-09-01,愛媛県,1077,1335,1185
2007-09-01,高知県,602,853,739
2007-09-01,福岡県,5855,6170,10790
2007-09-01,佐賀県,1040,1058,708
2007-09-01,長崎県,1456,1763,1264
2007-09-01,熊本県,1801,2151,1931
2007-09-01,大分県,1392,1284,1015
2007-09-01,宮崎県,1301,1379,1072
2007-09-01,鹿児島県,1792,1814,2195
2007-09-01,沖縄県,1531,1516,2773
2007-10-01,北海道,3913,5028,18097
2007-10-01,青森県,1529,1989,1448
2007-10-01,岩手県,1504,1735,1587
2007-10-01,宮城県,3622,3896,5011
2007-10-01,秋田県,1096,1296,854
2007-10-01,山形県,1047,1186,1288
2007-10-01,福島県,2007,2484,2002
2007-10-01,茨城県,3940,3951,4347
2007-10-01,栃木県,2842,2588,2404
2007-10-01,群馬県,2347,2385,2653
2007-10-01,埼玉県,12984,12466,13495
2007-10-01,千葉県,12941,11169,11346
2007-10-01,東京都,31489,27784,31852
2007-10-01,神奈川県,17361,16484,19222
2007-10-01,新潟県,2002,2161,3254
2007-10-01,富山県,1006,1095,1070
2007-10-01,石川県,1419,1559,1421
2007-10-01,福井県,739,821,878
2007-10-01,山梨県,927,1104,1272
2007-10-01,長野県,2305,2509,3175
2007-10-01,岐阜県,2320,2460,2609
2007-10-01,静岡県,4456,4590,6708
2007-10-01,愛知県,9611,8980,15957
2007-10-01,三重県,2595,2423,2210
2007-10-01,滋賀県,2269,1981,1944
2007-10-01,京都府,4401,4295,4717
2007-10-01,大阪府,12249,13604,19610
2007-10-01,兵庫県,7588,7531,9111
2007-10-01,奈良県,2060,2316,1791
2007-10-01,和歌山県,972,1184,1011
2007-10-01,鳥取県,815,800,524
2007-10-01,島根県,829,894,548
2007-10-01,岡山県,2331,2463,1934
2007-10-01,広島県,3936,4180,5301
2007-10-01,山口県,1904,1939,1538
2007-10-01,徳島県,739,932,959
2007-10-01,香川県,1471,1653,874
2007-10-01,愛媛県,1501,1688,1320
2007-10-01,高知県,733,890,983
2007-10-01,福岡県,7905,8139,13433
2007-10-01,佐賀県,1260,1266,905
2007-10-01,長崎県,1880,2211,1623
2007-10-01,熊本県,2282,2354,2517
2007-10-01,大分県,1730,1723,1264
2007-10-01,宮崎県,1452,1781,1514
2007-10-01,鹿児島県,2279,2422,2360
2007-10-01,沖縄県,1812,2011,3307
2007-11-01,北海道,2607,3467,14354
2007-11-01,青森県,1127,1388,1245
2007-11-01,岩手県,1035,1211,1339
2007-11-01,宮城県,2340,2531,4743
2007-11-01,秋田県,655,916,748
2007-11-01,山形県,693,835,1105
2007-11-01,福島県,1452,1720,1840
2007-11-01,茨城県,2929,2908,3727
2007-11-01,栃木県,2067,2027,2216
2007-11-01,群馬県,1744,1666,2242
2007-11-01,埼玉県,10553,9856,12322
2007-11-01,千葉県,9246,8747,9653
2007-11-01,東京都,25310,22448,29225
2007-11-01,神奈川県,13391,12962,17812
2007-11-01,新潟県,1338,1379,2799
2007-11-01,富山県,746,791,977
2007-11-01,石川県,1016,948,1346
2007-11-01,福井県,548,678,760
2007-11-01,山梨県,707,789,1161
2007-11-01,長野県,1679,1752,2933
2007-11-01,岐阜県,1842,1992,2518
2007-11-01,静岡県,3356,3134,6020
2007-11-01,愛知県,6934,6194,15059
2007-11-01,三重県,1980,1715,1933
2007-11-01,滋賀県,1722,1607,1720
2007-11-01,京都府,3195,3404,4141
2007-11-01,大阪府,9296,9913,19474
2007-11-01,兵庫県,5591,5623,8581
2007-11-01,奈良県,1666,1948,1613
2007-11-01,和歌山県,689,975,898
2007-11-01,鳥取県,568,542,530
2007-11-01,島根県,633,697,530
2007-11-01,岡山県,1628,1740,1884
2007-11-01,広島県,2590,2529,4596
2007-11-01,山口県,1244,1641,1337
2007-11-01,徳島県,544,594,904
2007-11-01,香川県,886,986,1010
2007-11-01,愛媛県,1025,1082,1156
2007-11-01,高知県,449,599,789
2007-11-01,福岡県,5275,5575,13066
2007-11-01,佐賀県,956,1056,813
2007-11-01,長崎県,1251,1605,1428
2007-11-01,熊本県,1615,1629,2416
2007-11-01,大分県,1213,1178,1067
2007-11-01,宮崎県,1236,1161,1309
2007-11-01,鹿児島県,1574,1767,1984
2007-11-01,沖縄県,1326,1562,3116
2007-12-01,北海道,2559,3104,12311
2007-12-01,青森県,1036,1246,1214
2007-12-01,岩手県,826,978,1306
2007-12-01,宮城県,2051,2266,4278
2007-12-01,秋田県,627,763,731
2007-12-01,山形県,615,798,1115
2007-12-01,福島県,1413,1571,1752
2007-12-01,茨城県,3045,2926,3644
2007-12-01,栃木県,2041,1883,1862
2007-12-01,群馬県,1543,1638,2124
2007-12-01,埼玉県,10268,9913,12251
2007-12-01,千葉県,10057,9046,10370
2007-12-01,東京都,24632,23342,30529
2007-12-01,神奈川県,13714,13669,18783
2007-12-01,新潟県,1138,1307,2451
2007-12-01,富山県,731,709,864
2007-12-01,石川県,874,931,1181
2007-12-01,福井県,500,615,714
2007-12-01,山梨県,768,853,1139
2007-12-01,長野県,1638,1587,2436
2007-12-01,岐阜県,1701,1845,2151
2007-12-01,静岡県,3298,3332,5673
2007-12-01,愛知県,6509,5969,14978
2007-12-01,三重県,2022,1842,1661
2007-12-01,滋賀県,1702,1621,1714
2007-12-01,京都府,3369,3537,4521
2007-12-01,大阪府,9254,10134,18455
2007-12-01,兵庫県,5788,5467,8198
2007-12-01,奈良県,1727,1826,1723
2007-12-01,和歌山県,755,842,788
2007-12-01,鳥取県,505,541,483
2007-12-01,島根県,542,651,436
2007-12-01,岡山県,1465,1489,1618
2007-12-01,広島県,2557,2755,4032
2007-12-01,山口県,1302,1378,1286
2007-12-01,徳島県,563,597,841
2007-12-01,香川県,913,924,939
2007-12-01,愛媛県,1018,1105,1181
2007-12-01,高知県,476,647,786
2007-12-01,福岡県,5108,5275,11775
2007-12-01,佐賀県,1010,876,815
2007-12-01,長崎県,1327,1565,1216
2007-12-01,熊本県,1627,1509,2161
2007-12-01,大分県,1299,1167,1067
2007-12-01,宮崎県,1105,1101,1118
2007-12-01,鹿児島県,1677,1519,1781
2007-12-01,沖縄県,1430,1466,3210
2008-01-01,北海道,2310,3525,10230
2008-01-01,青森県,916,1464,1042
2008-01-01,岩手県,924,1130,1161
2008-01-01,宮城県,2336,2526,3485
2008-01-01,秋田県,604,895,613
2008-01-01,山形県,623,825,807
2008-01-01,福島県,1445,1634,1560
2008-01-01,茨城県,2824,3019,3221
2008-01-01,栃木県,2266,2017,1912
2008-01-01,群馬県,1664,1602,2005
2008-01-01,埼玉県,9576,9027,10218
2008-01-01,千葉県,9078,8086,8485
2008-01-01,東京都,24332,20528,23913
2008-01-01,神奈川県,12631,12075,14248
2008-01-01,新潟県,1157,1434,2136
2008-01-01,富山県,632,775,686
2008-01-01,石川県,885,988,1022
2008-01-01,福井県,515,610,486
2008-01-01,山梨県,667,899,1049
2008-01-01,長野県,1515,1781,2088
2008-01-01,岐阜県,1744,1893,1967
2008-01-01,静岡県,3363,3270,5195
2008-01-01,愛知県,7246,6490,12903
2008-01-01,三重県,2034,1772,1667
2008-01-01,滋賀県,1601,1490,1372
2008-01-01,京都府,3067,3359,3420
2008-01-01,大阪府,8871,9284,14731
2008-01-01,兵庫県,5534,5499,7140
2008-01-01,奈良県,1380,1664,1346
2008-01-01,和歌山県,779,863,882
2008-01-01,鳥取県,441,591,384
2008-01-01,島根県,570,638,420
2008-01-01,岡山県,1674,1867,1640
2008-01-01,広島県,2677,2791,4109
2008-01-01,山口県,1277,1484,1207
2008-01-01,徳島県,585,652,902
2008-01-01,香川県,973,991,889
2008-01-01,愛媛県,1125,1265,1128
2008-01-01,高知県,515,732,804
2008-01-01,福岡県,5368,5510,10534
2008-01-01,佐賀県,940,1016,649
2008-01-01,長崎県,1435,1672,1190
2008-01-01,熊本県,1681,1783,2062
2008-01-01,大分県,1308,1287,1065
2008-01-01,宮崎県,1060,1188,1087
2008-01-01,鹿児島県,1521,1673,1709
2008-01-01,沖縄県,1424,1529,3109
2008-02-01,北海道,2406,3925,11941
2008-02-01,青森県,1016,1537,957
2008-02-01,岩手県,1057,1190,1070
2008-02-01,宮城県,2546,2781,4478
2008-02-01,秋田県,702,978,614
2008-02-01,山形県,777,891,926
2008-02-01,福島県,1635,1807,1870
2008-02-01,茨城県,3184,3208,3728
2008-02-01,栃木県,2264,2137,2063
2008-02-01,群馬県,1811,1894,2355
2008-02-01,埼玉県,10982,10559,11416
2008-02-01,千葉県,10042,9776,10532
2008-02-01,東京都,28394,23905,31288
2008-02-01,神奈川県,14378,13794,18357
2008-02-01,新潟県,1258,1558,2273
2008-02-01,富山県,842,849,756
2008-02-01,石川県,877,1069,1124
2008-02-01,福井県,526,609,595
2008-02-01,山梨県,788,1264,1166
2008-02-01,長野県,1664,1858,2464
2008-02-01,岐阜県,2025,2164,2379
2008-02-01,静岡県,3702,3470,5881
2008-02-01,愛知県,7529,6535,14814
2008-02-01,三重県,1971,1970,1941
2008-02-01,滋賀県,1972,1609,1886
2008-02-01,京都府,3478,4149,4240
2008-02-01,大阪府,9997,10572,18470
2008-02-01,兵庫県,6036,5901,8699
2008-02-01,奈良県,1662,2185,1598
2008-02-01,和歌山県,813,953,886
2008-02-01,鳥取県,481,646,459
2008-02-01,島根県,687,739,524
2008-02-01,岡山県,1907,1899,1866
2008-02-01,広島県,2947,3184,4786
2008-02-01,山口県,1409,1507,1764
2008-02-01,徳島県,670,724,868
2008-02-01,香川県,1037,1190,989
2008-02-01,愛媛県,1293,1331,1324
2008-02-01,高知県,636,749,805
2008-02-01,福岡県,5884,5807,12361
2008-02-01,佐賀県,1147,1078,817
2008-02-01,長崎県,1371,1893,1268
2008-02-01,熊本県,1861,1702,2364
2008-02-01,大分県,1355,1235,1261
2008-02-01,宮崎県,1201,1247,1323
2008-02-01,鹿児島県,1723,1914,2111
2008-02-01,沖縄県,1468,1469,3157
2008-03-01,北海道,8759,16553,36349
2008-03-01,青森県,3734,7327,3026
2008-03-01,岩手県,3369,6199,4755
2008-03-01,宮城県,10217,13127,9420
2008-03-01,秋田県,2518,4995,2582
2008-03-01,山形県,2723,5074,2776
2008-03-01,福島県,5236,8617,6505
2008-03-01,茨城県,9294,12026,8104
2008-03-01,栃木県,6661,8164,5137
2008-03-01,群馬県,5022,6848,5329
2008-03-01,埼玉県,31813,25978,21275
2008-03-01,千葉県,34019,25727,21039
2008-03-01,東京都,90154,53590,50310
2008-03-01,神奈川県,49613,35032,30375
2008-03-01,新潟県,4619,7696,7615
2008-03-01,富山県,2488,3315,2185
2008-03-01,石川県,3410,4348,2758
2008-03-01,福井県,1718,2438,1803
2008-03-01,山梨県,2250,3743,2785
2008-03-01,長野県,5732,7458,9234
2008-03-01,岐阜県,5219,6548,4903
2008-03-01,静岡県,12140,13418,13228
2008-03-01,愛知県,27418,21194,29484
2008-03-01,三重県,5512,6411,4296
2008-03-01,滋賀県,5719,5039,3483
2008-03-01,京都府,11315,12199,7812
2008-03-01,大阪府,30977,30076,30321
2008-03-01,兵庫県,18669,19059,16187
2008-03-01,奈良県,4602,5758,3014
2008-03-01,和歌山県,2128,3312,1930
2008-03-01,鳥取県,1680,2785,1225
2008-03-01,島根県,1965,3281,2274
2008-03-01,岡山県,6087,7172,4720
2008-03-01,広島県,10758,11839,10431
2008-03-01,山口県,4195,6106,3898
2008-03-01,徳島県,1955,3179,1920
2008-03-01,香川県,4031,4780,2185
2008-03-01,愛媛県,4155,5175,3810
2008-03-01,高知県,1687,3402,2273
2008-03-01,福岡県,20465,21846,24641
2008-03-01,佐賀県,3255,4075,1974
2008-03-01,長崎県,4591,7773,5725
2008-03-01,熊本県,5753,7496,5433
2008-03-01,大分県,4102,5124,3403
2008-03-01,宮崎県,3785,5645,3457
2008-03-01,鹿児島県,5026,8012,6819
2008-03-01,沖縄県,3919,5498,6634
2008-04-01,北海道,10102,14144,48937
2008-04-01,青森県,3821,6480,5049
2008-04-01,岩手県,3799,5667,4334
2008-04-01,宮城県,10846,11235,8784
2008-04-01,秋田県,2449,4489,2241
2008-04-01,山形県,2923,4617,3476
2008-04-01,福島県,4725,6991,5234
2008-04-01,茨城県,9775,9813,6990
2008-04-01,栃木県,5577,6825,3308
2008-04-01,群馬県,5096,5856,3571
2008-04-01,埼玉県,25970,22355,16733
2008-04-01,千葉県,28402,22641,15650
2008-04-01,東京都,68364,49601,39651
2008-04-01,神奈川県,38786,30200,23902
2008-04-01,新潟県,4985,6639,6105
2008-04-01,富山県,2459,2926,1288
2008-04-01,石川県,3588,3969,2202
2008-04-01,福井県,1684,2319,1195
2008-04-01,山梨県,2691,2843,1821
2008-04-01,長野県,5152,6373,5706
2008-04-01,岐阜県,4875,6083,5823
2008-04-01,静岡県,10251,11061,9873
2008-04-01,愛知県,24134,19126,21789
2008-04-01,三重県,5453,5621,3932
2008-04-01,滋賀県,4843,4347,2652
2008-04-01,京都府,10228,9642,7051
2008-04-01,大阪府,28143,26282,25257
2008-04-01,兵庫県,17152,16995,13206
2008-04-01,奈良県,4719,5040,2546
2008-04-01,和歌山県,2004,3219,2288
2008-04-01,鳥取県,2044,2825,1419
2008-04-01,島根県,2132,3255,2686
2008-04-01,岡山県,5958,6447,3399
2008-04-01,広島県,10299,11212,8669
2008-04-01,山口県,6252,6146,4417
2008-04-01,徳島県,2128,2818,2132
2008-04-01,香川県,4055,4276,1986
2008-04-01,愛媛県,3789,5170,4955
2008-04-01,高知県,2113,3148,2784
2008-04-01,福岡県,21009,21566,19984
2008-04-01,佐賀県,3178,4276,1841
2008-04-01,長崎県,5418,7808,5898
2008-04-01,熊本県,6305,8221,6510
2008-04-01,大分県,4063,4925,3114
2008-04-01,宮崎県,4352,6307,5436
2008-04-01,鹿児島県,6488,9317,12661
2008-04-01,沖縄県,4804,6267,8377
2008-05-01,北海道,3061,4507,14012
2008-05-01,青森県,1121,1706,1171
2008-05-01,岩手県,1216,1595,1207
2008-05-01,宮城県,2918,3288,4314
2008-05-01,秋田県,841,1198,703
2008-05-01,山形県,862,1187,1030
2008-05-01,福島県,1823,2207,1793
2008-05-01,茨城県,3513,3726,3555
2008-05-01,栃木県,2342,2457,2046
2008-05-01,群馬県,1984,2001,2228
2008-05-01,埼玉県,11777,11248,11537
2008-05-01,千葉県,11183,9895,9767
2008-05-01,東京都,30345,23912,28469
2008-05-01,神奈川県,15544,14516,16787
2008-05-01,新潟県,1546,1765,2639
2008-05-01,富山県,906,952,795
2008-05-01,石川県,1117,1295,1205
2008-05-01,福井県,598,749,685
2008-05-01,山梨県,925,1056,1021
2008-05-01,長野県,1900,2116,2688
2008-05-01,岐阜県,1972,2312,2227
2008-05-01,静岡県,3796,3746,5905
2008-05-01,愛知県,8963,7180,14704
2008-05-01,三重県,2374,2184,1905
2008-05-01,滋賀県,1992,1836,1752
2008-05-01,京都府,3508,4059,4103
2008-05-01,大阪府,11608,11843,17627
2008-05-01,兵庫県,6658,6844,8023
2008-05-01,奈良県,1793,2236,1601
2008-05-01,和歌山県,847,1161,934
2008-05-01,鳥取県,542,701,502
2008-05-01,島根県,655,813,559
2008-05-01,岡山県,1952,2154,1763
2008-05-01,広島県,3147,3572,4610
2008-05-01,山口県,1704,1800,1401
2008-05-01,徳島県,675,816,900
2008-05-01,香川県,1155,1249,912
2008-05-01,愛媛県,1260,1549,1263
2008-05-01,高知県,591,819,860
2008-05-01,福岡県,6439,7179,13067
2008-05-01,佐賀県,1133,1310,769
2008-05-01,長崎県,1476,2015,1455
2008-05-01,熊本県,1961,2187,2536
2008-05-01,大分県,1420,1503,1239
2008-05-01,宮崎県,1322,1516,1417
2008-05-01,鹿児島県,1881,2176,2035
2008-05-01,沖縄県,1551,1761,3259
2008-06-01,北海道,2997,3965,13186
2008-06-01,青森県,1137,1467,1111
2008-06-01,岩手県,995,1187,1122
2008-06-01,宮城県,2676,2937,4015
2008-06-01,秋田県,779,899,673
2008-06-01,山形県,856,996,948
2008-06-01,福島県,1571,2040,1722
2008-06-01,茨城県,3183,3176,3338
2008-06-01,栃木県,2271,2261,1957
2008-06-01,群馬県,1843,1751,2067
2008-06-01,埼玉県,10610,10002,10691
2008-06-01,千葉県,10337,9361,9483
2008-06-01,東京都,26729,23228,26427
2008-06-01,神奈川県,14524,13565,16294
2008-06-01,新潟県,1444,1673,2511
2008-06-01,富山県,865,915,832
2008-06-01,石川県,1006,1080,1152
2008-06-01,福井県,529,702,644
2008-06-01,山梨県,826,889,1049
2008-06-01,長野県,1657,1914,2473
2008-06-01,岐阜県,1872,1959,2017
2008-06-01,静岡県,3521,3547,5549
2008-06-01,愛知県,7973,6882,13450
2008-06-01,三重県,2199,2072,1754
2008-06-01,滋賀県,1878,1532,1599
2008-06-01,京都府,3230,3607,3789
2008-06-01,大阪府,10018,10966,16999
2008-06-01,兵庫県,6105,6075,7668
2008-06-01,奈良県,1570,1895,1358
2008-06-01,和歌山県,756,848,838
2008-06-01,鳥取県,594,659,462
2008-06-01,島根県,680,696,456
2008-06-01,岡山県,1789,1979,1558
2008-06-01,広島県,2766,2969,4313
2008-06-01,山口県,1423,1660,1296
2008-06-01,徳島県,528,674,760
2008-06-01,香川県,1000,1129,932
2008-06-01,愛媛県,1165,1321,1139
2008-06-01,高知県,609,703,755
2008-06-01,福岡県,5873,6343,11438
2008-06-01,佐賀県,985,1079,735
2008-06-01,長崎県,1284,1682,1328
2008-06-01,熊本県,1661,1853,2190
2008-06-01,大分県,1394,1353,1074
2008-06-01,宮崎県,1198,1224,1180
2008-06-01,鹿児島県,1763,1812,1842
2008-06-01,沖縄県,1458,1600,2920
2008-07-01,北海道,3838,4305,16326
2008-07-01,青森県,1642,1736,1343
2008-07-01,岩手県,1260,1564,1440
2008-07-01,宮城県,3613,3969,4941
2008-07-01,秋田県,1049,1197,919
2008-07-01,山形県,1081,1031,1106
2008-07-01,福島県,2018,2388,2096
2008-07-01,茨城県,3728,3501,4001
2008-07-01,栃木県,2556,2341,2125
2008-07-01,群馬県,1913,2019,2236
2008-07-01,埼玉県,11963,12062,11844
2008-07-01,千葉県,11247,10427,10143
2008-07-01,東京都,28928,26643,28437
2008-07-01,神奈川県,15870,15441,17633
2008-07-01,新潟県,1924,1919,2693
2008-07-01,富山県,930,1048,798
2008-07-01,石川県,1348,1236,1269
2008-07-01,福井県,640,765,691
2008-07-01,山梨県,874,1156,1139
2008-07-01,長野県,2123,2098,2490
2008-07-01,岐阜県,2110,2282,2191
2008-07-01,静岡県,4435,3984,5966
2008-07-01,愛知県,9038,7973,14879
2008-07-01,三重県,2290,2231,1921
2008-07-01,滋賀県,1945,2003,1686
2008-07-01,京都府,4016,4084,4065
2008-07-01,大阪府,11608,12616,18331
2008-07-01,兵庫県,7372,6974,8652
2008-07-01,奈良県,1773,2044,1684
2008-07-01,和歌山県,946,1080,918
2008-07-01,鳥取県,665,755,485
2008-07-01,島根県,812,778,493
2008-07-01,岡山県,2147,2158,1765
2008-07-01,広島県,3347,3778,5052
2008-07-01,山口県,1754,2954,1401
2008-07-01,徳島県,685,751,974
2008-07-01,香川県,1548,1703,983
2008-07-01,愛媛県,1436,1541,1329
2008-07-01,高知県,629,878,889
2008-07-01,福岡県,7702,7254,12701
2008-07-01,佐賀県,1316,1173,828
2008-07-01,長崎県,1924,2280,1464
2008-07-01,熊本県,2719,2351,2456
2008-07-01,大分県,1733,1605,1203
2008-07-01,宮崎県,1680,1806,1333
2008-07-01,鹿児島県,2121,2571,2129
2008-07-01,沖縄県,1880,1723,3143
2008-08-01,北海道,3509,4438,13849
2008-08-01,青森県,1723,2003,1275
2008-08-01,岩手県,1107,1471,1138
2008-08-01,宮城県,3190,3176,4364
2008-08-01,秋田県,962,1124,701
2008-08-01,山形県,913,1050,968
2008-08-01,福島県,1746,2027,1658
2008-08-01,茨城県,3381,3427,3347
2008-08-01,栃木県,2252,2149,1868
2008-08-01,群馬県,1820,1823,2241
2008-08-01,埼玉県,11426,10871,10975
2008-08-01,千葉県,11152,9714,9292
2008-08-01,東京都,27414,24626,26797
2008-08-01,神奈川県,15662,15165,16278
2008-08-01,新潟県,1488,1672,2514
2008-08-01,富山県,893,955,737
2008-08-01,石川県,1215,1253,1178
2008-08-01,福井県,666,762,631
2008-08-01,山梨県,752,986,1129
2008-08-01,長野県,1770,2157,2481
2008-08-01,岐阜県,2020,2337,2167
2008-08-01,静岡県,4256,4087,5944
2008-08-01,愛知県,8600,7888,14492
2008-08-01,三重県,2223,2237,1764
2008-08-01,滋賀県,1972,1933,1742
2008-08-01,京都府,3903,4140,3955
2008-08-01,大阪府,10811,11437,17894
2008-08-01,兵庫県,6873,7061,7762
2008-08-01,奈良県,1893,2011,1585
2008-08-01,和歌山県,819,1027,759
2008-08-01,鳥取県,703,764,415
2008-08-01,島根県,805,769,495
2008-08-01,岡山県,1887,2090,1692
2008-08-01,広島県,3501,3797,4338
2008-08-01,山口県,1752,1931,1284
2008-08-01,徳島県,790,800,802
2008-08-01,香川県,1317,1329,854
2008-08-01,愛媛県,1464,1592,1336
2008-08-01,高知県,653,814,789
2008-08-01,福岡県,7716,7382,12326
2008-08-01,佐賀県,1204,1279,854
2008-08-01,長崎県,1972,2498,1560
2008-08-01,熊本県,2394,2477,2230
2008-08-01,大分県,1793,1787,1143
2008-08-01,宮崎県,1802,1830,1449
2008-08-01,鹿児島県,2305,2383,2353
2008-08-01,沖縄県,2083,2023,2967
2008-09-01,北海道,3334,4385,14633
2008-09-01,青森県,1469,1615,1206
2008-09-01,岩手県,1211,1306,1197
2008-09-01,宮城県,3032,3018,4309
2008-09-01,秋田県,1000,1046,698
2008-09-01,山形県,945,991,1060
2008-09-01,福島県,1714,1983,1842
2008-09-01,茨城県,3568,3355,3630
2008-09-01,栃木県,2414,2284,2144
2008-09-01,群馬県,2084,1878,2106
2008-09-01,埼玉県,11035,10408,11349
2008-09-01,千葉県,10984,9782,9945
2008-09-01,東京都,26661,24225,27170
2008-09-01,神奈川県,14759,14135,17537
2008-09-01,新潟県,1657,1740,2611
2008-09-01,富山県,880,902,869
2008-09-01,石川県,1099,1159,1164
2008-09-01,福井県,617,665,675
2008-09-01,山梨県,805,1049,1181
2008-09-01,長野県,1898,1997,2627
2008-09-01,岐阜県,1938,2208,2240
2008-09-01,静岡県,3950,3954,6102
2008-09-01,愛知県,7969,7701,14291
2008-09-01,三重県,2317,2209,1969
2008-09-01,滋賀県,1941,1727,1732
2008-09-01,京都府,3673,3827,3850
2008-09-01,大阪府,10100,11044,17232
2008-09-01,兵庫県,6205,6300,7885
2008-09-01,奈良県,1666,2018,1514
2008-09-01,和歌山県,857,938,827
2008-09-01,鳥取県,563,713,440
2008-09-01,島根県,759,720,487
2008-09-01,岡山県,1998,2114,1660
2008-09-01,広島県,3185,3259,5253
2008-09-01,山口県,1510,1633,1295
2008-09-01,徳島県,617,800,826
2008-09-01,香川県,1257,1192,892
2008-09-01,愛媛県,1289,1414,1220
2008-09-01,高知県,671,788,811
2008-09-01,福岡県,6313,6756,12040
2008-09-01,佐賀県,1145,1169,699
2008-09-01,長崎県,1554,1787,1264
2008-09-01,熊本県,1954,2110,2362
2008-09-01,大分県,1454,1404,1127
2008-09-01,宮崎県,1368,1530,1219
2008-09-01,鹿児島県,1922,2139,2237
2008-09-01,沖縄県,1638,1602,2937
2008-10-01,北海道,3720,4596,16246
2008-10-01,青森県,1468,1738,1512
2008-10-01,岩手県,1374,1628,1623
2008-10-01,宮城県,3560,3723,4757
2008-10-01,秋田県,964,1143,860
2008-10-01,山形県,959,1136,1268
2008-10-01,福島県,1968,2186,2064
2008-10-01,茨城県,3830,3633,4097
2008-10-01,栃木県,3006,2499,2264
2008-10-01,群馬県,2241,2150,2655
2008-10-01,埼玉県,12615,11458,12705
2008-10-01,千葉県,12055,10495,11197
2008-10-01,東京都,28378,27180,31082
2008-10-01,神奈川県,15916,15198,18621
2008-10-01,新潟県,1768,1897,3191
2008-10-01,富山県,1001,1148,1020
2008-10-01,石川県,1387,1306,1465
2008-10-01,福井県,707,734,824
2008-10-01,山梨県,981,1047,1220
2008-10-01,長野県,2147,2248,3084
2008-10-01,岐阜県,2140,2245,2651
2008-10-01,静岡県,4283,4229,6454
2008-10-01,愛知県,8743,8473,16289
2008-10-01,三重県,2274,2377,2087
2008-10-01,滋賀県,2245,2002,1941
2008-10-01,京都府,4091,4202,4387
2008-10-01,大阪府,11635,12275,19408
2008-10-01,兵庫県,6832,6936,9182
2008-10-01,奈良県,2071,2139,1721
2008-10-01,和歌山県,892,1121,1061
2008-10-01,鳥取県,673,766,633
2008-10-01,島根県,804,882,564
2008-10-01,岡山県,2122,2251,1899
2008-10-01,広島県,3589,3793,4941
2008-10-01,山口県,1791,1764,1455
2008-10-01,徳島県,692,907,992
2008-10-01,香川県,1430,1388,1051
2008-10-01,愛媛県,1367,1548,1438
2008-10-01,高知県,674,838,832
2008-10-01,福岡県,7048,7338,13168
2008-10-01,佐賀県,1181,1216,729
2008-10-01,長崎県,1660,1889,1417
2008-10-01,熊本県,2046,2182,2319
2008-10-01,大分県,1547,1597,1213
2008-10-01,宮崎県,1516,1558,1457
2008-10-01,鹿児島県,2039,2247,2116
2008-10-01,沖縄県,1825,1949,3270
2008-11-01,北海道,2477,3248,13027
2008-11-01,青森県,1037,1172,1086
2008-11-01,岩手県,888,1069,1146
2008-11-01,宮城県,2105,2289,4003
2008-11-01,秋田県,685,735,687
2008-11-01,山形県,693,745,994
2008-11-01,福島県,1308,1543,1590
2008-11-01,茨城県,2836,2664,3390
2008-11-01,栃木県,1894,1809,1861
2008-11-01,群馬県,1612,1541,1975
2008-11-01,埼玉県,9755,9110,10791
2008-11-01,千葉県,8924,8072,9103
2008-11-01,東京都,22561,21749,27619
2008-11-01,神奈川県,12590,11675,16593
2008-11-01,新潟県,1171,1310,2421
2008-11-01,富山県,635,722,939
2008-11-01,石川県,840,878,1226
2008-11-01,福井県,422,543,700
2008-11-01,山梨県,762,823,1062
2008-11-01,長野県,1495,1467,2672
2008-11-01,岐阜県,1680,1855,2034
2008-11-01,静岡県,2931,2887,5432
2008-11-01,愛知県,6274,6005,13712
2008-11-01,三重県,1881,1704,1774
2008-11-01,滋賀県,1722,1383,1711
2008-11-01,京都府,2986,3210,3648
2008-11-01,大阪府,8655,9231,16587
2008-11-01,兵庫県,5140,5231,7645
2008-11-01,奈良県,1462,1684,1389
2008-11-01,和歌山県,709,834,864
2008-11-01,鳥取県,480,501,503
2008-11-01,島根県,515,545,511
2008-11-01,岡山県,1550,1588,1713
2008-11-01,広島県,2322,2537,3888
2008-11-01,山口県,1305,1224,1166
2008-11-01,徳島県,516,557,923
2008-11-01,香川県,886,931,922
2008-11-01,愛媛県,981,1108,1085
2008-11-01,高知県,491,613,693
2008-11-01,福岡県,5089,4993,11259
2008-11-01,佐賀県,900,950,727
2008-11-01,長崎県,1149,1328,1120
2008-11-01,熊本県,1486,1609,1955
