datetime,prefecture,mig_in,mig_out,mig_internal
2015-12-01,富山県,772,727,857
2015-12-01,石川県,900,958,1144
2015-12-01,福井県,461,572,619
2015-12-01,山梨県,771,902,1058
2015-12-01,長野県,1681,1635,2287
2015-12-01,岐阜県,1828,2102,2246
2015-12-01,静岡県,3116,3227,5493
2015-12-01,愛知県,7201,6770,16353
2015-12-01,三重県,1793,1995,1856
2015-12-01,滋賀県,1556,1730,1597
2015-12-01,京都府,3322,3356,4299
2015-12-01,大阪府,9715,10020,19269
2015-12-01,兵庫県,5455,5687,7810
2015-12-01,奈良県,1611,1877,1393
2015-12-01,和歌山県,707,858,777
2015-12-01,鳥取県,528,526,443
2015-12-01,島根県,599,551,409
2015-12-01,岡山県,1704,1635,2488
2015-12-01,広島県,2397,2843,4341
2015-12-01,山口県,1192,1367,1128
2015-12-01,徳島県,529,506,933
2015-12-01,香川県,938,903,865
2015-12-01,愛媛県,1031,931,1085
2015-12-01,高知県,492,498,673
2015-12-01,福岡県,5222,4680,11861
2015-12-01,佐賀県,849,910,720
2015-12-01,長崎県,1184,1327,1183
2015-12-01,熊本県,1625,1431,3154
2015-12-01,大分県,1050,1034,978
2015-12-01,宮崎県,1018,879,973
2015-12-01,鹿児島県,1424,1289,1687
2015-12-01,沖縄県,1424,1326,3038
2016-01-01,北海道,2451,2784,8862
2016-01-01,青森県,786,1044,839
2016-01-01,岩手県,882,1001,941
2016-01-01,宮城県,2436,2212,3290
2016-01-01,秋田県,566,744,430
2016-01-01,山形県,630,733,704
2016-01-01,福島県,1671,1753,1494
2016-01-01,茨城県,2806,3423,3216
2016-01-01,栃木県,2089,2191,1670
2016-01-01,群馬県,1999,1853,2007
2016-01-01,埼玉県,10676,9476,9702
2016-01-01,千葉県,9054,8812,8271
2016-01-01,東京都,26253,22724,29986
2016-01-01,神奈川県,12633,12160,14737
2016-01-01,新潟県,1124,1435,1945
2016-01-01,富山県,669,730,653
2016-01-01,石川県,925,997,925
2016-01-01,福井県,473,629,539
2016-01-01,山梨県,742,812,940
2016-01-01,長野県,1496,1747,1915
2016-01-01,岐阜県,1926,2111,2064
2016-01-01,静岡県,3212,3206,5280
2016-01-01,愛知県,7614,7002,14320
2016-01-01,三重県,1886,1993,1685
2016-01-01,滋賀県,1644,1736,1397
2016-01-01,京都府,3190,3228,3306
2016-01-01,大阪府,9346,9613,14825
2016-01-01,兵庫県,4998,5637,6866
2016-01-01,奈良県,1351,1547,1171
2016-01-01,和歌山県,781,916,772
2016-01-01,鳥取県,467,538,333
2016-01-01,島根県,617,633,358
2016-01-01,岡山県,1536,1867,2500
2016-01-01,広島県,2571,2791,4066
2016-01-01,山口県,1069,1350,938
2016-01-01,徳島県,513,593,802
2016-01-01,香川県,870,961,886
2016-01-01,愛媛県,1011,1252,1078
2016-01-01,高知県,486,598,634
2016-01-01,福岡県,5288,5723,9894
2016-01-01,佐賀県,829,889,635
2016-01-01,長崎県,1316,1329,999
2016-01-01,熊本県,1566,1577,2708
2016-01-01,大分県,998,1209,911
2016-01-01,宮崎県,1049,1031,773
2016-01-01,鹿児島県,1433,1536,1479
2016-01-01,沖縄県,1569,1371,2859
2016-02-01,北海道,2523,3324,11079
2016-02-01,青森県,966,1146,860
2016-02-01,岩手県,979,1042,1015
2016-02-01,宮城県,2608,2711,4183
2016-02-01,秋田県,639,717,479
2016-02-01,山形県,803,799,963
2016-02-01,福島県,1737,1980,1591
2016-02-01,茨城県,3439,3757,3922
2016-02-01,栃木県,2296,2650,1929
2016-02-01,群馬県,2280,2224,2295
2016-02-01,埼玉県,12299,11288,11628
2016-02-01,千葉県,10459,10174,10152
2016-02-01,東京都,30801,26680,36995
2016-02-01,神奈川県,14685,14679,18254
2016-02-01,新潟県,1263,1772,2299
2016-02-01,富山県,780,804,805
2016-02-01,石川県,992,1231,1035
2016-02-01,福井県,605,765,529
2016-02-01,山梨県,857,1089,1060
2016-02-01,長野県,1800,1826,2248
2016-02-01,岐阜県,2016,2358,2308
2016-02-01,静岡県,3657,3764,5791
2016-02-01,愛知県,8297,7456,16429
2016-02-01,三重県,2056,2212,2585
2016-02-01,滋賀県,1832,1879,1592
2016-02-01,京都府,3742,3970,4195
2016-02-01,大阪府,10726,10864,17920
2016-02-01,兵庫県,5964,6217,8486
2016-02-01,奈良県,1589,2228,1408
2016-02-01,和歌山県,776,1018,827
2016-02-01,鳥取県,614,516,460
2016-02-01,島根県,634,752,377
2016-02-01,岡山県,1908,2105,2736
2016-02-01,広島県,3011,3212,4880
2016-02-01,山口県,1394,1463,1281
2016-02-01,徳島県,594,636,919
2016-02-01,香川県,996,1132,938
2016-02-01,愛媛県,1276,1379,2113
2016-02-01,高知県,593,662,742
2016-02-01,福岡県,6130,5903,12736
2016-02-01,佐賀県,1143,1014,773
2016-02-01,長崎県,1303,1561,1231
2016-02-01,熊本県,1647,1820,3107
2016-02-01,大分県,1198,1235,1005
2016-02-01,宮崎県,1151,1097,1053
2016-02-01,鹿児島県,1628,1691,2005
2016-02-01,沖縄県,1614,1498,3161
2016-03-01,北海道,10032,15009,35188
2016-03-01,青森県,3512,6851,3077
2016-03-01,岩手県,3465,5933,4319
2016-03-01,宮城県,10870,12065,8974
2016-03-01,秋田県,2331,4501,2600
2016-03-01,山形県,2790,4988,2863
2016-03-01,福島県,5248,7775,5916
2016-03-01,茨城県,9586,12038,8229
2016-03-01,栃木県,6498,8589,4450
2016-03-01,群馬県,5740,7435,4989
2016-03-01,埼玉県,33729,27594,19185
2016-03-01,千葉県,32377,25480,18578
2016-03-01,東京都,97507,58944,57605
2016-03-01,神奈川県,48050,34951,28859
2016-03-01,新潟県,4673,7913,7277
2016-03-01,富山県,2797,3307,1946
2016-03-01,石川県,3710,5114,2852
2016-03-01,福井県,1830,2715,1711
2016-03-01,山梨県,2649,4052,2616
2016-03-01,長野県,5833,7748,8539
2016-03-01,岐阜県,5430,7299,5528
2016-03-01,静岡県,11015,14794,12565
2016-03-01,愛知県,26435,23238,29709
2016-03-01,三重県,5682,6960,4004
2016-03-01,滋賀県,5191,5861,3308
2016-03-01,京都府,12832,13211,8485
2016-03-01,大阪府,33517,30474,29487
2016-03-01,兵庫県,18995,20471,15691
2016-03-01,奈良県,4693,5526,2490
2016-03-01,和歌山県,2130,3395,1869
2016-03-01,鳥取県,1868,2701,1228
2016-03-01,島根県,2331,3195,2149
2016-03-01,岡山県,6451,7503,6224
2016-03-01,広島県,10425,11777,10575
2016-03-01,山口県,4280,5911,3402
2016-03-01,徳島県,1966,2772,1974
2016-03-01,香川県,4055,4604,2348
2016-03-01,愛媛県,3741,5308,3232
2016-03-01,高知県,1814,3254,2241
2016-03-01,福岡県,22049,22396,23796
2016-03-01,佐賀県,3078,4183,2008
2016-03-01,長崎県,4721,7440,5990
2016-03-01,熊本県,5700,7938,7997
2016-03-01,大分県,3775,5169,3354
2016-03-01,宮崎県,3362,5883,3146
2016-03-01,鹿児島県,5271,8025,6734
2016-03-01,沖縄県,4778,6522,7715
2016-04-01,北海道,10437,10756,41444
2016-04-01,青森県,3185,4774,3880
2016-04-01,岩手県,3612,4507,3305
2016-04-01,宮城県,10109,9567,7706
2016-04-01,秋田県,2283,3221,1594
2016-04-01,山形県,2601,3373,2874
2016-04-01,福島県,4569,5494,4667
2016-04-01,茨城県,7965,8751,5571
2016-04-01,栃木県,4832,5914,2738
2016-04-01,群馬県,4672,4972,3023
2016-04-01,埼玉県,23864,20684,14043
2016-04-01,千葉県,22727,19579,12425
2016-04-01,東京都,62711,51281,42404
2016-04-01,神奈川県,31079,28014,21183
2016-04-01,新潟県,4311,5273,4999
2016-04-01,富山県,2275,2372,1152
2016-04-01,石川県,3718,3345,1704
2016-04-01,福井県,1512,1988,1066
2016-04-01,山梨県,2524,2405,1625
2016-04-01,長野県,4496,5433,4526
2016-04-01,岐阜県,4085,5253,3932
2016-04-01,静岡県,8818,9429,7845
2016-04-01,愛知県,20337,18229,20133
2016-04-01,三重県,4018,5097,3150
2016-04-01,滋賀県,4058,3818,1989
2016-04-01,京都府,9141,8740,5819
2016-04-01,大阪府,24618,24427,22221
2016-04-01,兵庫県,14771,15158,11765
2016-04-01,奈良県,4011,4073,2011
2016-04-01,和歌山県,1745,2647,1809
2016-04-01,鳥取県,1748,2016,1093
2016-04-01,島根県,2203,2471,1953
2016-04-01,岡山県,5263,5627,3903
2016-04-01,広島県,9276,9604,7711
2016-04-01,山口県,4911,4560,4079
2016-04-01,徳島県,1642,2178,1762
2016-04-01,香川県,3533,3547,1359
2016-04-01,愛媛県,3249,4137,3134
2016-04-01,高知県,1969,2304,2238
2016-04-01,福岡県,18730,18375,17156
2016-04-01,佐賀県,2472,3228,1397
2016-04-01,長崎県,4307,5633,3864
2016-04-01,熊本県,4579,6285,5843
2016-04-01,大分県,3226,3969,2509
2016-04-01,宮崎県,3529,4677,4095
2016-04-01,鹿児島県,5182,6793,9989
2016-04-01,沖縄県,4491,5416,7505
2016-05-01,北海道,3498,3657,12705
2016-05-01,青森県,1059,1423,1058
2016-05-01,岩手県,1217,1378,1140
2016-05-01,宮城県,3399,3239,4733
2016-05-01,秋田県,856,1027,620
2016-05-01,山形県,955,999,868
2016-05-01,福島県,2158,2191,1769
2016-05-01,茨城県,3744,4149,3286
2016-05-01,栃木県,2680,2835,1907
2016-05-01,群馬県,2425,2412,2177
2016-05-01,埼玉県,13415,12264,11322
2016-05-01,千葉県,11677,11096,9254
2016-05-01,東京都,33072,28798,35330
2016-05-01,神奈川県,16436,15850,17791
2016-05-01,新潟県,1545,1823,2407
2016-05-01,富山県,888,975,784
2016-05-01,石川県,1401,1350,1190
2016-05-01,福井県,651,780,563
2016-05-01,山梨県,881,1035,1025
2016-05-01,長野県,1944,2076,2339
2016-05-01,岐阜県,2101,2578,2029
2016-05-01,静岡県,3757,4051,5623
2016-05-01,愛知県,9264,8457,15838
2016-05-01,三重県,2123,2425,1781
2016-05-01,滋賀県,1965,2094,1567
2016-05-01,京都府,3827,4253,4074
2016-05-01,大阪府,12491,12784,18550
2016-05-01,兵庫県,6789,7355,8394
2016-05-01,奈良県,1721,2114,1404
2016-05-01,和歌山県,774,1055,825
2016-05-01,鳥取県,628,600,401
2016-05-01,島根県,772,730,391
2016-05-01,岡山県,2224,2297,2588
2016-05-01,広島県,3520,3702,4472
2016-05-01,山口県,1510,1697,1308
2016-05-01,徳島県,650,719,820
2016-05-01,香川県,1073,1153,908
2016-05-01,愛媛県,1178,1350,1168
2016-05-01,高知県,611,692,752
2016-05-01,福岡県,6928,6985,12341
2016-05-01,佐賀県,1104,1189,783
2016-05-01,長崎県,1433,1663,1374
2016-05-01,熊本県,1553,2888,5738
2016-05-01,大分県,1351,1411,1183
2016-05-01,宮崎県,1262,1261,964
2016-05-01,鹿児島県,1798,1781,1689
2016-05-01,沖縄県,1794,1461,3419
2016-06-01,北海道,3119,2972,12002
2016-06-01,青森県,915,1169,913
2016-06-01,岩手県,1043,1151,1070
2016-06-01,宮城県,2757,2511,4154
2016-06-01,秋田県,700,735,569
2016-06-01,山形県,649,792,851
2016-06-01,福島県,1601,1759,1654
2016-06-01,茨城県,3355,3512,3284
2016-06-01,栃木県,2336,2417,1844
2016-06-01,群馬県,2082,1977,1962
2016-06-01,埼玉県,11812,10702,10566
2016-06-01,千葉県,10212,9671,9239
2016-06-01,東京都,27523,25767,33284
2016-06-01,神奈川県,13838,13812,16664
2016-06-01,新潟県,1389,1495,2281
2016-06-01,富山県,743,862,798
2016-06-01,石川県,1248,1106,1023
2016-06-01,福井県,649,685,592
2016-06-01,山梨県,832,869,1081
2016-06-01,長野県,1829,1769,2217
2016-06-01,岐阜県,1983,2350,2147
2016-06-01,静岡県,3432,3588,5637
2016-06-01,愛知県,7552,7210,14724
2016-06-01,三重県,1947,2113,1775
2016-06-01,滋賀県,1715,1779,1515
2016-06-01,京都府,3330,3479,3946
2016-06-01,大阪府,10365,10382,17105
2016-06-01,兵庫県,5585,6183,7562
2016-06-01,奈良県,1418,1677,1315
2016-06-01,和歌山県,795,856,812
2016-06-01,鳥取県,459,517,385
2016-06-01,島根県,628,676,342
2016-06-01,岡山県,1732,1885,2355
2016-06-01,広島県,2719,2838,4041
2016-06-01,山口県,1272,1473,1017
2016-06-01,徳島県,606,602,829
2016-06-01,香川県,975,1023,904
2016-06-01,愛媛県,995,1171,1068
2016-06-01,高知県,497,538,707
2016-06-01,福岡県,6020,5557,11089
2016-06-01,佐賀県,973,1061,659
2016-06-01,長崎県,1378,1546,1091
2016-06-01,熊本県,1429,2425,4515
2016-06-01,大分県,1134,1121,937
2016-06-01,宮崎県,1006,1212,975
2016-06-01,鹿児島県,1557,1418,1660
2016-06-01,沖縄県,1630,1351,3264
2016-07-01,北海道,3668,2880,12778
2016-07-01,青森県,1434,1358,1130
2016-07-01,岩手県,1275,1163,1132
2016-07-01,宮城県,3213,3331,4181
2016-07-01,秋田県,854,955,663
2016-07-01,山形県,984,864,846
2016-07-01,福島県,1772,2105,1729
2016-07-01,茨城県,3414,3543,3367
2016-07-01,栃木県,2266,2412,1738
2016-07-01,群馬県,2124,1960,2075
2016-07-01,埼玉県,12405,11600,11006
2016-07-01,千葉県,9988,9959,9224
2016-07-01,東京都,28284,26553,33659
2016-07-01,神奈川県,13817,14976,16204
2016-07-01,新潟県,1535,1571,2432
2016-07-01,富山県,872,865,704
2016-07-01,石川県,1280,1134,1164
2016-07-01,福井県,572,701,500
2016-07-01,山梨県,914,964,987
2016-07-01,長野県,1845,1706,2202
2016-07-01,岐阜県,1999,2211,2158
2016-07-01,静岡県,3769,3675,5209
2016-07-01,愛知県,8136,7785,15105
2016-07-01,三重県,2161,2260,1781
2016-07-01,滋賀県,1910,2179,1484
2016-07-01,京都府,3717,3596,3624
2016-07-01,大阪府,10657,10869,16512
2016-07-01,兵庫県,5990,6132,7293
2016-07-01,奈良県,1528,1672,1247
2016-07-01,和歌山県,695,845,772
2016-07-01,鳥取県,595,548,372
2016-07-01,島根県,721,701,355
2016-07-01,岡山県,1969,2090,2312
2016-07-01,広島県,3009,3320,4271
2016-07-01,山口県,1343,2413,1076
2016-07-01,徳島県,645,664,783
2016-07-01,香川県,1188,1370,854
2016-07-01,愛媛県,1186,1269,1143
2016-07-01,高知県,565,673,635
2016-07-01,福岡県,6926,5765,11013
2016-07-01,佐賀県,1050,1139,651
2016-07-01,長崎県,1528,1874,1228
2016-07-01,熊本県,2134,2220,3523
2016-07-01,大分県,1239,1278,907
2016-07-01,宮崎県,1290,1402,964
2016-07-01,鹿児島県,1718,1937,1804
2016-07-01,沖縄県,1746,1443,3008
2016-08-01,北海道,3990,3856,13010
2016-08-01,青森県,1573,1746,1078
2016-08-01,岩手県,1236,1297,1144
2016-08-01,宮城県,3416,3201,4410
2016-08-01,秋田県,867,972,573
2016-08-01,山形県,935,1059,939
2016-08-01,福島県,1887,2091,1743
2016-08-01,茨城県,3648,4140,3542
2016-08-01,栃木県,2523,2810,1745
2016-08-01,群馬県,2502,2361,2247
2016-08-01,埼玉県,13796,12173,11324
2016-08-01,千葉県,11177,11205,9448
2016-08-01,東京都,31303,28942,36474
2016-08-01,神奈川県,16009,16169,17639
2016-08-01,新潟県,1642,1792,2365
2016-08-01,富山県,966,1053,813
2016-08-01,石川県,1330,1352,1163
2016-08-01,福井県,717,833,698
2016-08-01,山梨県,922,999,956
2016-08-01,長野県,2036,1989,2305
2016-08-01,岐阜県,2207,2653,2313
2016-08-01,静岡県,4188,4620,5667
2016-08-01,愛知県,9186,8825,17199
2016-08-01,三重県,2446,2487,1888
2016-08-01,滋賀県,2100,2038,1628
2016-08-01,京都府,4025,4135,4185
2016-08-01,大阪府,11918,11994,19151
2016-08-01,兵庫県,6918,7460,8400
2016-08-01,奈良県,1743,1951,1426
2016-08-01,和歌山県,768,1011,756
2016-08-01,鳥取県,639,712,444
2016-08-01,島根県,799,881,425
2016-08-01,岡山県,2194,2328,2766
2016-08-01,広島県,3591,3811,4496
2016-08-01,山口県,1819,1887,1274
2016-08-01,徳島県,793,817,769
2016-08-01,香川県,1244,1265,875
2016-08-01,愛媛県,1328,1555,1327
2016-08-01,高知県,691,731,697
2016-08-01,福岡県,7776,7209,12627
2016-08-01,佐賀県,1233,1255,680
2016-08-01,長崎県,1854,2136,1334
2016-08-01,熊本県,2232,2623,3552
2016-08-01,大分県,1506,1570,1112
2016-08-01,宮崎県,1510,1553,1103
2016-08-01,鹿児島県,2181,2043,2091
2016-08-01,沖縄県,2049,1823,3412
2016-09-01,北海道,3120,3260,12486
2016-09-01,青森県,1231,1203,989
2016-09-01,岩手県,1090,1088,1025
2016-09-01,宮城県,2642,2687,3952
2016-09-01,秋田県,705,894,571
2016-09-01,山形県,789,846,941
2016-09-01,福島県,1696,1865,1563
2016-09-01,茨城県,3315,3459,3433
2016-09-01,栃木県,2205,2392,1729
2016-09-01,群馬県,2024,2005,1954
2016-09-01,埼玉県,11708,10478,10965
2016-09-01,千葉県,9898,9703,8644
2016-09-01,東京都,27675,25017,33346
2016-09-01,神奈川県,13523,13497,15361
2016-09-01,新潟県,1298,1525,2185
2016-09-01,富山県,761,813,902
2016-09-01,石川県,1090,1117,1067
2016-09-01,福井県,594,683,636
2016-09-01,山梨県,823,920,1041
2016-09-01,長野県,1762,1709,2215
2016-09-01,岐阜県,2108,2235,2150
2016-09-01,静岡県,3506,3751,5174
2016-09-01,愛知県,7337,7537,14661
2016-09-01,三重県,2120,2098,1794
2016-09-01,滋賀県,1876,1654,1479
2016-09-01,京都府,3366,3683,3578
2016-09-01,大阪府,9885,10226,16360
2016-09-01,兵庫県,5374,6089,7521
2016-09-01,奈良県,1558,1758,1167
2016-09-01,和歌山県,705,868,718
2016-09-01,鳥取県,562,574,410
2016-09-01,島根県,635,625,381
2016-09-01,岡山県,1808,2009,2351
2016-09-01,広島県,3013,3065,4026
2016-09-01,山口県,1463,1367,1129
2016-09-01,徳島県,593,643,688
2016-09-01,香川県,1025,1092,848
2016-09-01,愛媛県,1023,1120,916
2016-09-01,高知県,529,588,671
2016-09-01,福岡県,5742,5641,11158
2016-09-01,佐賀県,930,1062,721
2016-09-01,長崎県,1361,1574,1051
2016-09-01,熊本県,1661,1885,3053
2016-09-01,大分県,1150,1235,877
2016-09-01,宮崎県,1072,1102,792
2016-09-01,鹿児島県,1671,1473,1951
2016-09-01,沖縄県,1532,1439,2880
2016-10-01,北海道,3381,3596,13282
2016-10-01,青森県,1196,1275,1046
2016-10-01,岩手県,1182,1389,1153
2016-10-01,宮城県,3296,3369,4076
2016-10-01,秋田県,778,900,612
2016-10-01,山形県,923,936,986
2016-10-01,福島県,1802,2036,1743
2016-10-01,茨城県,3581,3830,3436
2016-10-01,栃木県,2478,2851,1837
2016-10-01,群馬県,2317,2182,2104
2016-10-01,埼玉県,13069,11557,11305
2016-10-01,千葉県,10771,10382,9195
2016-10-01,東京都,29400,27273,35154
2016-10-01,神奈川県,15007,14793,16267
2016-10-01,新潟県,1540,1612,2422
2016-10-01,富山県,889,961,875
2016-10-01,石川県,1291,1267,1148
2016-10-01,福井県,661,731,722
2016-10-01,山梨県,892,1012,1002
2016-10-01,長野県,1855,1900,2381
2016-10-01,岐阜県,2077,2484,2266
2016-10-01,静岡県,3755,3858,5228
2016-10-01,愛知県,8582,8289,15324
2016-10-01,三重県,2115,2364,1725
2016-10-01,滋賀県,1896,1872,1470
2016-10-01,京都府,3941,3642,3724
2016-10-01,大阪府,11029,11616,16805
2016-10-01,兵庫県,6137,6461,7577
2016-10-01,奈良県,1570,1969,1375
2016-10-01,和歌山県,803,949,718
2016-10-01,鳥取県,579,649,401
2016-10-01,島根県,700,729,336
2016-10-01,岡山県,1959,2048,2393
2016-10-01,広島県,3111,3478,4150
2016-10-01,山口県,1354,1561,1088
2016-10-01,徳島県,633,639,804
2016-10-01,香川県,1153,1177,850
2016-10-01,愛媛県,1183,1254,1025
2016-10-01,高知県,551,603,693
2016-10-01,福岡県,6509,6376,11518
2016-10-01,佐賀県,1047,1072,594
2016-10-01,長崎県,1406,1436,1185
2016-10-01,熊本県,1837,1835,3141
2016-10-01,大分県,1171,1277,834
2016-10-01,宮崎県,1175,1254,916
2016-10-01,鹿児島県,1705,1700,1759
2016-10-01,沖縄県,1659,1502,3093
2016-11-01,北海道,2484,2692,12156
2016-11-01,青森県,929,980,932
2016-11-01,岩手県,903,917,1152
2016-11-01,宮城県,2084,2252,4234
2016-11-01,秋田県,558,754,577
2016-11-01,山形県,690,755,1004
2016-11-01,福島県,1458,1781,1642
2016-11-01,茨城県,3092,3124,3393
2016-11-01,栃木県,2010,2169,1698
2016-11-01,群馬県,1928,1793,2187
2016-11-01,埼玉県,11517,9921,10746
2016-11-01,千葉県,9503,9002,9326
2016-11-01,東京都,25475,24358,35401
2016-11-01,神奈川県,12953,12920,17076
2016-11-01,新潟県,1143,1258,2468
2016-11-01,富山県,711,779,919
2016-11-01,石川県,1006,907,1241
2016-11-01,福井県,521,581,646
2016-11-01,山梨県,751,794,1021
2016-11-01,長野県,1482,1549,2398
2016-11-01,岐阜県,1819,2122,2124
2016-11-01,静岡県,2855,2967,5409
2016-11-01,愛知県,6584,6267,15399
2016-11-01,三重県,1815,1805,1728
2016-11-01,滋賀県,1561,1610,1506
2016-11-01,京都府,3082,3169,3864
2016-11-01,大阪府,8919,9368,18126
2016-11-01,兵庫県,5094,5339,7798
2016-11-01,奈良県,1509,1613,1390
2016-11-01,和歌山県,641,776,746
2016-11-01,鳥取県,428,504,443
2016-11-01,島根県,583,598,398
2016-11-01,岡山県,1474,1588,2582
2016-11-01,広島県,2258,2652,4303
2016-11-01,山口県,1034,1101,1070
2016-11-01,徳島県,496,629,863
2016-11-01,香川県,797,935,810
2016-11-01,愛媛県,884,931,950
2016-11-01,高知県,473,464,658
2016-11-01,福岡県,4837,4770,11296
2016-11-01,佐賀県,836,815,711
2016-11-01,長崎県,1084,1196,1079
2016-11-01,熊本県,1488,1380,2822
2016-11-01,大分県,1065,986,902
2016-11-01,宮崎県,869,919,909
2016-11-01,鹿児島県,1262,1229,1575
2016-11-01,沖縄県,1330,1256,3070
2016-12-01,北海道,2375,2374,10077
2016-12-01,青森県,803,962,1009
2016-12-01,岩手県,849,854,1138
2016-12-01,宮城県,2191,2103,4198
2016-12-01,秋田県,499,574,556
2016-12-01,山形県,665,701,866
2016-12-01,福島県,1392,1633,1747
2016-12-01,茨城県,2916,3112,3335
2016-12-01,栃木県,1915,2157,1706
2016-12-01,群馬県,1840,1773,2105
2016-12-01,埼玉県,11099,9950,10864
2016-12-01,千葉県,9207,8824,9272
2016-12-01,東京都,25302,24645,35636
2016-12-01,神奈川県,13162,13278,17631
2016-12-01,新潟県,1052,1239,2192
2016-12-01,富山県,749,686,820
2016-12-01,石川県,834,916,1055
2016-12-01,福井県,519,493,609
2016-12-01,山梨県,704,777,993
2016-12-01,長野県,1568,1443,2140
2016-12-01,岐阜県,1699,2180,2168
2016-12-01,静岡県,2936,3084,4927
2016-12-01,愛知県,6629,6690,15263
2016-12-01,三重県,1661,1724,1706
2016-12-01,滋賀県,1606,1631,1495
2016-12-01,京都府,3057,3172,3849
2016-12-01,大阪府,8943,9393,17813
2016-12-01,兵庫県,5029,5447,7674
2016-12-01,奈良県,1446,1600,1385
2016-12-01,和歌山県,640,681,713
2016-12-01,鳥取県,480,463,428
2016-12-01,島根県,554,551,336
2016-12-01,岡山県,1521,1503,2241
2016-12-01,広島県,2243,2536,4275
2016-12-01,山口県,1207,1248,1076
2016-12-01,徳島県,518,543,752
2016-12-01,香川県,919,910,748
2016-12-01,愛媛県,956,1007,1079
2016-12-01,高知県,455,433,722
2016-12-01,福岡県,4938,4624,11234
2016-12-01,佐賀県,853,787,704
2016-12-01,長崎県,1122,1191,1168
2016-12-01,熊本県,1466,1351,2799
2016-12-01,大分県,1031,917,983
2016-12-01,宮崎県,980,855,986
2016-12-01,鹿児島県,1434,1169,1563
2016-12-01,沖縄県,1395,1175,3046
2017-01-01,北海道,2390,2687,9196
2017-01-01,青森県,841,995,828
2017-01-01,岩手県,911,961,928
2017-01-01,宮城県,2378,2262,3441
2017-01-01,秋田県,544,705,475
2017-01-01,山形県,759,705,716
2017-01-01,福島県,1572,1880,1485
2017-01-01,茨城県,3197,3356,3274
2017-01-01,栃木県,2187,2265,1699
2017-01-01,群馬県,2033,1960,2176
2017-01-01,埼玉県,10992,9819,10100
2017-01-01,千葉県,9197,9299,8284
2017-01-01,東京都,26384,23546,31649
2017-01-01,神奈川県,13198,12513,15232
2017-01-01,新潟県,1131,1373,1926
2017-01-01,富山県,760,742,738
2017-01-01,石川県,1003,1018,1038
2017-01-01,福井県,512,536,459
2017-01-01,山梨県,750,932,960
2017-01-01,長野県,1525,1667,2089
2017-01-01,岐阜県,1794,2232,1976
2017-01-01,静岡県,3331,3435,4974
2017-01-01,愛知県,7268,7371,13999
2017-01-01,三重県,1878,2073,1712
2017-01-01,滋賀県,1551,1614,1373
2017-01-01,京都府,2895,3216,3289
2017-01-01,大阪府,9272,9746,14833
2017-01-01,兵庫県,5173,5623,6634
2017-01-01,奈良県,1318,1640,1077
2017-01-01,和歌山県,727,779,805
2017-01-01,鳥取県,463,524,367
2017-01-01,島根県,542,721,283
2017-01-01,岡山県,1639,1735,2391
2017-01-01,広島県,2677,2892,4102
2017-01-01,山口県,1172,1236,984
2017-01-01,徳島県,542,598,769
2017-01-01,香川県,1007,989,806
2017-01-01,愛媛県,1025,1154,992
2017-01-01,高知県,482,541,598
2017-01-01,福岡県,5432,5258,10537
2017-01-01,佐賀県,939,930,680
2017-01-01,長崎県,1311,1483,1022
2017-01-01,熊本県,1554,1557,2751
2017-01-01,大分県,1057,1089,861
2017-01-01,宮崎県,1066,1027,836
2017-01-01,鹿児島県,1435,1478,1456
2017-01-01,沖縄県,1661,1313,2887
2017-02-01,北海道,2495,2726,10569
2017-02-01,青森県,874,1061,840
2017-02-01,岩手県,917,995,972
2017-02-01,宮城県,2391,2408,3982
2017-02-01,秋田県,637,719,509
2017-02-01,山形県,656,792,846
2017-02-01,福島県,1399,2123,1608
2017-02-01,茨城県,3200,3667,3445
2017-02-01,栃木県,2314,2331,2030
2017-02-01,群馬県,2240,2060,2277
2017-02-01,埼玉県,12064,10804,10996
2017-02-01,千葉県,10155,9900,9799
2017-02-01,東京都,29597,25916,35303
2017-02-01,神奈川県,14058,13976,17393
2017-02-01,新潟県,1240,1638,2181
2017-02-01,富山県,772,717,783
2017-02-01,石川県,1052,1167,1147
2017-02-01,福井県,574,703,502
2017-02-01,山梨県,805,1247,1117
2017-02-01,長野県,1699,1768,2381
2017-02-01,岐阜県,1954,2269,2210
2017-02-01,静岡県,3453,3524,5711
2017-02-01,愛知県,7436,7163,15966
2017-02-01,三重県,1787,2293,1649
2017-02-01,滋賀県,1795,1686,1477
2017-02-01,京都府,3355,3942,3845
2017-02-01,大阪府,10054,9766,17387
2017-02-01,兵庫県,5763,6032,7581
2017-02-01,奈良県,1517,2177,1378
2017-02-01,和歌山県,730,856,768
2017-02-01,鳥取県,507,494,369
2017-02-01,島根県,625,768,382
2017-02-01,岡山県,1711,1962,2585
2017-02-01,広島県,2740,3078,4620
2017-02-01,山口県,1234,1481,1145
2017-02-01,徳島県,646,691,779
2017-02-01,香川県,1017,1061,929
2017-02-01,愛媛県,1183,1279,1186
2017-02-01,高知県,526,641,733
2017-02-01,福岡県,6248,5532,11939
2017-02-01,佐賀県,1042,1040,698
2017-02-01,長崎県,1359,1586,1210
2017-02-01,熊本県,1697,1664,2823
2017-02-01,大分県,1163,1263,948
2017-02-01,宮崎県,1163,1028,841
2017-02-01,鹿児島県,1424,1522,1774
2017-02-01,沖縄県,1592,1344,2994
2017-03-01,北海道,10338,14580,35544
